ID,Question_Number,Module_ID,Module_Name,Year_Group,Strand,Substrand,Level,Difficulty_Score,Question_Type,Question_Text,Visual_Type,Question_Data_JSON,Correct_Answer,Answer_Type,Options_JSON,Hint,Tags,Generated_At,Parameters_JSON
N04_Y1_NPV_1762009300576_lc5rstd7q,1,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",3,65,multiple_choice,Which number comes between 27 and 30 on a number line?,multiple_choice,"{""originalText"":""Which number comes between 27 and 30 on a number line?"",""type"":""place_value"",""number"":27,""operation"":""generic""}",29,single_choice,"[29,28]",Find a number that's bigger than 27 but smaller than 30,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-compare_language; op-identify_most_least; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""compare_language"",""identify_most_least"",""estimate_group""],""number_line_max"":50,""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_ihgbxhkcg,2,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",3,65,multiple_choice,About how many dots are there if you see a group that's close to 19?,multiple_choice,"{""originalText"":""About how many dots are there if you see a group that's close to 19?"",""type"":""place_value"",""number"":19,""operation"":""generic""}",19,single_choice,"[19,21,17,10]",Look for the number closest to what you'd estimate,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-compare_language; op-identify_most_least; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""compare_language"",""identify_most_least"",""estimate_group""],""number_line_max"":50,""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_q7ksy9gzv,3,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",3,65,multiple_choice,Which number comes between 40 and 45 on a number line?,multiple_choice,"{""originalText"":""Which number comes between 40 and 45 on a number line?"",""type"":""place_value"",""number"":40,""operation"":""generic""}",41,single_choice,"[41,42]",Find a number that's bigger than 40 but smaller than 45,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-compare_language; op-identify_most_least; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""compare_language"",""identify_most_least"",""estimate_group""],""number_line_max"":50,""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_0ilsxwu1g,4,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",3,65,multiple_choice,Which number comes between 10 and 14 on a number line?,multiple_choice,"{""originalText"":""Which number comes between 10 and 14 on a number line?"",""type"":""place_value"",""number"":10,""operation"":""generic""}",11,single_choice,"[11,12]",Find a number that's bigger than 10 but smaller than 14,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-compare_language; op-identify_most_least; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""compare_language"",""identify_most_least"",""estimate_group""],""number_line_max"":50,""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_v6nqwpsem,5,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",3,65,multiple_choice,About how many circles are there if you see a group that's close to 4?,multiple_choice,"{""originalText"":""About how many circles are there if you see a group that's close to 4?"",""type"":""place_value"",""number"":4,""operation"":""generic""}",4,single_choice,"[2,6,2,4]",Look for the number closest to what you'd estimate,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-compare_language; op-identify_most_least; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""compare_language"",""identify_most_least"",""estimate_group""],""number_line_max"":50,""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_7favgqu4h,1,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",4,85,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                50
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,50,100]}",27,numeric,,Look at where the arrow points between the labeled numbers,text_input; number_line; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-number_line_jump; op-compare_language; op-estimate_position; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""compare_language"",""estimate_position"",""estimate_group""],""number_line_max"":100,""estimation_ranges"":[[0,20],[20,50],[50,100]],""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_bfccszaq7,2,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",4,85,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                50
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,50,100]}",23,numeric,,Look at where the arrow points between the labeled numbers,text_input; number_line; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-number_line_jump; op-compare_language; op-estimate_position; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""compare_language"",""estimate_position"",""estimate_group""],""number_line_max"":100,""estimation_ranges"":[[0,20],[20,50],[50,100]],""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_hdhq0cbhe,3,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,Which is least: 12 or 6?,multiple_choice,"{""originalText"":""Which is least: 12 or 6?"",""type"":""place_value"",""number"":12,""operation"":""generic""}",6,single_choice,"[12,6]",Think about which number is bigger or smaller,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-number_line_jump; op-compare_language; op-estimate_position; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""compare_language"",""estimate_position"",""estimate_group""],""number_line_max"":100,""estimation_ranges"":[[0,20],[20,50],[50,100]],""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_8mr9zmne1,4,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,Is 80 equal to 68?,multiple_choice,"{""originalText"":""Is 80 equal to 68?"",""type"":""place_value"",""number"":80,""operation"":""generic""}",No,single_choice,"[""Yes"",""No""]",Think about which number is bigger or smaller,multiple_choice; multiple-choice; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-number_line_jump; op-compare_language; op-estimate_position; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""compare_language"",""estimate_position"",""estimate_group""],""number_line_max"":100,""estimation_ranges"":[[0,20],[20,50],[50,100]],""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y1_NPV_1762009300576_al52rb8ws,5,N04_Y1_NPV,N04_Y1_NPV: Identify and Represent Numbers,Year 1,Number and Place Value,"Identify, represent and estimate; rounding",4,85,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                50
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,50,100]}",11,numeric,,Look at where the arrow points between the labeled numbers,text_input; number_line; number-and-place-value; year-1; op-number_line_position; op-number_line_between; op-number_line_jump; op-compare_language; op-estimate_position; op-estimate_group; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""compare_language"",""estimate_position"",""estimate_group""],""number_line_max"":100,""estimation_ranges"":[[0,20],[20,50],[50,100]],""object_types"":[""dots"",""stars"",""circles"",""blocks"",""tallies""],""comparison_words"":[""equal to"",""more than"",""less than"",""fewer"",""most"",""least""]}"
N04_Y2_NPV_1762009300576_h2s2mh82j,1,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",1,25,multiple_choice,"In the number 44, what is the value of the digit in the tens place?",multiple_choice,"{""originalText"":""In the number 44, what is the value of the digit in the tens place?"",""type"":""place_value"",""number"":44,""operation"":""identify_digit""}",40,single_choice,"[4,40,4]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-estimate_group; op-place_value_representation; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""estimate_group"",""place_value_representation""],""number_line_max"":50,""estimation_ranges"":[[0,10],[10,30],[30,50]],""place_value_max"":50}"
N04_Y2_NPV_1762009300576_jheia3nue,2,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",1,25,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                5
            
        
            
                
                10
            
        
            
                
                15
            
        
            
                
                20
            
        
            
                
                25
            
        
            
                
                30
            
        
            
                ▼
                
            
        
            
                
                40
            
        
            
                
                45
            
        
            
                
                50",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">5</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">10</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">15</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">20</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">25</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">30</div>\n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">40</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">45</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,5,10,15,20,25,30,40,45,50]}",34,numeric,,Look at the position between the marked numbers,text_input; number_line; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-estimate_group; op-place_value_representation; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""estimate_group"",""place_value_representation""],""number_line_max"":50,""estimation_ranges"":[[0,10],[10,30],[30,50]],""place_value_max"":50}"
N04_Y2_NPV_1762009300576_bqish5c7h,3,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",1,25,text_input,"Name a number that lies between 18 and 35 on this number line:


            
                
                0
            
        
            
                
                5
            
        
            
                
                10
            
        
            
                
                15
            
        
            
                
                20
            
        
            
                
                25
            
        
            
                
                30
            
        
            
                
                35
            
        
            
                
                40
            
        
            
                
                45
            
        
            
                
                50",number_line,"{""originalText"":""Name a number that lies between 18 and 35 on this number line:\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">5</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">10</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">15</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">20</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">25</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">30</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">35</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">40</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">45</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[18,35,0,5,10,15,20,25,30,35,40,45,50]}",34,numeric,,Choose any number greater than the first and less than the second,text_input; number_line; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-estimate_group; op-place_value_representation; numbers-to-100,2025-11-01T15:01:40.576Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""estimate_group"",""place_value_representation""],""number_line_max"":50,""estimation_ranges"":[[0,10],[10,30],[30,50]],""place_value_max"":50}"
N04_Y2_NPV_1762009300577_yqrxkw7gt,4,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",1,25,multiple_choice,About how many objects are there if you see a group that's close to 30?,multiple_choice,"{""originalText"":""About how many objects are there if you see a group that's close to 30?"",""type"":""place_value"",""number"":30,""operation"":""generic""}",30,single_choice,"[35,28,30,25]",Look for the number closest to what you'd estimate,multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-estimate_group; op-place_value_representation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""estimate_group"",""place_value_representation""],""number_line_max"":50,""estimation_ranges"":[[0,10],[10,30],[30,50]],""place_value_max"":50}"
N04_Y2_NPV_1762009300577_ue3qymc7e,5,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",1,25,multiple_choice,"In the number 13, what is the value of the digit in the ones place?",multiple_choice,"{""originalText"":""In the number 13, what is the value of the digit in the ones place?"",""type"":""place_value"",""number"":13,""operation"":""identify_digit""}",3,single_choice,"[3,10]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-estimate_group; op-place_value_representation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":50,""operations"":[""number_line_position"",""number_line_between"",""estimate_group"",""place_value_representation""],""number_line_max"":50,""estimation_ranges"":[[0,10],[10,30],[30,50]],""place_value_max"":50}"
N04_Y2_NPV_1762009300577_bugrccghk,1,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",2,45,text_input,"Start at 7 on a number line. Jump forward 3 times, each jump of 2. Where do you land?",text_input,"{""originalText"":""Start at 7 on a number line. Jump forward 3 times, each jump of 2. Where do you land?"",""type"":""place_value"",""number"":7,""operation"":""generic""}",13,numeric,,"Multiply 2 by 3, then add to 7",text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_group; op-place_value_representation; op-estimate_position; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_group"",""place_value_representation"",""estimate_position""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_o7x6v76ha,2,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",2,45,text_input,"Start at 15 on a number line. Jump forward 4 times, each jump of 10. Where do you land?",text_input,"{""originalText"":""Start at 15 on a number line. Jump forward 4 times, each jump of 10. Where do you land?"",""type"":""place_value"",""number"":15,""operation"":""generic""}",55,numeric,,"Multiply 10 by 4, then add to 15",text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_group; op-place_value_representation; op-estimate_position; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_group"",""place_value_representation"",""estimate_position""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_ct150zi23,3,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",2,45,multiple_choice,"In the number 26, what is the value of the digit in the ones place?",multiple_choice,"{""originalText"":""In the number 26, what is the value of the digit in the ones place?"",""type"":""place_value"",""number"":26,""operation"":""identify_digit""}",6,single_choice,"[6,20]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_group; op-place_value_representation; op-estimate_position; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_group"",""place_value_representation"",""estimate_position""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_n6pm8hoog,4,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",2,45,text_input,"Start at 37 on a number line. Jump forward 3 times, each jump of 2. Where do you land?",text_input,"{""originalText"":""Start at 37 on a number line. Jump forward 3 times, each jump of 2. Where do you land?"",""type"":""place_value"",""number"":37,""operation"":""generic""}",43,numeric,,"Multiply 2 by 3, then add to 37",text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_group; op-place_value_representation; op-estimate_position; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_group"",""place_value_representation"",""estimate_position""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_h8dvfygib,5,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",2,45,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                50
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,50,100]}",34,numeric,,Look at the position between the marked numbers,text_input; number_line; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_group; op-place_value_representation; op-estimate_position; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_group"",""place_value_representation"",""estimate_position""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_6rtbahp60,1,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",3,65,text_input,"Start at 65 on a number line. Jump forward 4 times, each jump of 5. Where do you land?",text_input,"{""originalText"":""Start at 65 on a number line. Jump forward 4 times, each jump of 5. Where do you land?"",""type"":""place_value"",""number"":65,""operation"":""generic""}",85,numeric,,"Multiply 5 by 4, then add to 65",text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_iuhoi7fdr,2,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",3,65,text_input,Write 82 as a sum of its place values,text_input,"{""originalText"":""Write 82 as a sum of its place values"",""type"":""place_value"",""number"":82,""operation"":""place_value""}",2+80,numeric,,Break the number into tens and ones,text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
