ID,Question_Number,Module_ID,Module_Name,Year_Group,Strand,Substrand,Level,Difficulty_Score,Question_Type,Question_Text,Visual_Type,Question_Data_JSON,Correct_Answer,Answer_Type,Options_JSON,Hint,Tags,Generated_At,Parameters_JSON
N01_Y1_NPV_1761062682441_w1nwau18m,1,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),3,60,text_input,"Fill in the missing numbers: 50, 49, ___, 47, ___, 45, 44, 43",text_input,"{""originalText"":""Fill in the missing numbers: 50, 49, ___, 47, ___, 45, 44, 43"",""type"":""sequence"",""sequence"":[50,49,47,45,44,43],""direction"":""forwards"",""stepSize"":1}","48,46",multi_part,,The pattern counts backwards in 1s,text_input; multi-part; number-and-place-value; year-1; numbers-to-100,2025-10-21T16:04:42.441Z,"{""step_sizes"":[1,2,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":8,""gaps_count"":2,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_yt8rumcwj,2,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),3,60,multiple_choice,"Continue the pattern: 10, 20, 30, 40, 50, 60, 70, ___",multiple_choice,"{""originalText"":""Continue the pattern: 10, 20, 30, 40, 50, 60, 70, ___"",""type"":""sequence"",""sequence"":[10,20,30,40,50,60,70],""direction"":""forwards"",""stepSize"":1}",80,single_choice,"[81,90,70,80]",Count forwards in 10s,multiple_choice; multiple-choice; number-and-place-value; year-1; numbers-to-100,2025-10-21T16:04:42.441Z,"{""step_sizes"":[1,2,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":8,""gaps_count"":2,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_i5l4ikl3k,3,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),3,60,text_input,"What number comes next? 14, 16, 18, 20, 22, 24, 26, ___",text_input,"{""originalText"":""What number comes next? 14, 16, 18, 20, 22, 24, 26, ___"",""type"":""sequence"",""sequence"":[14,16,18,20,22,24,26],""direction"":""forwards"",""stepSize"":1}",28,numeric,,Count forwards in 2s,text_input; number-and-place-value; year-1; numbers-to-100,2025-10-21T16:04:42.441Z,"{""step_sizes"":[1,2,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":8,""gaps_count"":2,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_97w59ei6k,4,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),3,60,text_input,"What number comes next? 33, 32, 31, 30, 29, 28, 27, ___",text_input,"{""originalText"":""What number comes next? 33, 32, 31, 30, 29, 28, 27, ___"",""type"":""sequence"",""sequence"":[33,32,31,30,29,28,27],""direction"":""forwards"",""stepSize"":1}",26,numeric,,Count backwards in 1s,text_input; number-and-place-value; year-1; numbers-to-100,2025-10-21T16:04:42.441Z,"{""step_sizes"":[1,2,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":8,""gaps_count"":2,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_6dfag7eai,5,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),3,60,text_input,"Fill in the missing numbers: ___, 10, ___, 30, 40, 50, 60, 70",text_input,"{""originalText"":""Fill in the missing numbers: ___, 10, ___, 30, 40, 50, 60, 70"",""type"":""sequence"",""sequence"":[10,30,40,50,60,70],""direction"":""forwards"",""stepSize"":1}","0,20",multi_part,,The pattern counts forwards in 10s,text_input; multi-part; number-and-place-value; year-1; numbers-to-100,2025-10-21T16:04:42.441Z,"{""step_sizes"":[1,2,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":8,""gaps_count"":2,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_kxg677tds,1,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),4,82,multiple_choice,"Continue the pattern: 40, 45, 50, 55, 60, 65, 70, 75, 80, ___",multiple_choice,"{""originalText"":""Continue the pattern: 40, 45, 50, 55, 60, 65, 70, 75, 80, ___"",""type"":""sequence"",""sequence"":[40,45,50,55,60,65,70,75,80],""direction"":""forwards"",""stepSize"":2}",85,single_choice,"[85,80,86,90]",Count forwards in 5s,multiple_choice; multiple-choice; number-and-place-value; year-1; numbers-to-1000,2025-10-21T16:04:42.441Z,"{""step_sizes"":[2,5,10],""min_value"":0,""max_value"":120,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":3,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_aal8o05kg,2,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),4,82,text_input,"What number comes next? 2, 4, 6, 8, 10, 12, 14, 16, 18, ___",text_input,"{""originalText"":""What number comes next? 2, 4, 6, 8, 10, 12, 14, 16, 18, ___"",""type"":""sequence"",""sequence"":[2,4,6,8,10,12,14,16,18],""direction"":""forwards"",""stepSize"":2}",20,numeric,,Count forwards in 2s,text_input; number-and-place-value; year-1; numbers-to-1000,2025-10-21T16:04:42.441Z,"{""step_sizes"":[2,5,10],""min_value"":0,""max_value"":120,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":3,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_mah0qleio,3,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),4,82,text_input,"Fill in the missing numbers: 48, 50, ___, 54, 56, ___, 60, ___, 64, 66",text_input,"{""originalText"":""Fill in the missing numbers: 48, 50, ___, 54, 56, ___, 60, ___, 64, 66"",""type"":""sequence"",""sequence"":[48,50,54,56,60,64,66],""direction"":""forwards"",""stepSize"":2}","52,62,58",multi_part,,The pattern counts forwards in 2s,text_input; multi-part; number-and-place-value; year-1; numbers-to-1000,2025-10-21T16:04:42.441Z,"{""step_sizes"":[2,5,10],""min_value"":0,""max_value"":120,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":3,""gap_position"":""random""}"
N01_Y1_NPV_1761062682441_pko760kwr,4,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),4,82,multiple_choice,"Continue the pattern: 90, 80, 70, 60, 50, 40, 30, 20, 10, ___",multiple_choice,"{""originalText"":""Continue the pattern: 90, 80, 70, 60, 50, 40, 30, 20, 10, ___"",""type"":""sequence"",""sequence"":[90,80,70,60,50,40,30,20,10],""direction"":""forwards"",""stepSize"":2}",0,single_choice,"[1,-10,10,0]",Count backwards in 10s,multiple_choice; multiple-choice; number-and-place-value; year-1; numbers-to-1000,2025-10-21T16:04:42.441Z,"{""step_sizes"":[2,5,10],""min_value"":0,""max_value"":120,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":3,""gap_position"":""random""}"
N01_Y1_NPV_1761062682442_gark49q9j,5,N01_Y1_NPV,N01_Y1_NPV: Counting in Multiples,Year 1,Number and Place Value,Counting (in multiples),4,82,text_input,"What number comes next? 10, 12, 14, 16, 18, 20, 22, 24, 26, ___",text_input,"{""originalText"":""What number comes next? 10, 12, 14, 16, 18, 20, 22, 24, 26, ___"",""type"":""sequence"",""sequence"":[10,12,14,16,18,20,22,24,26],""direction"":""forwards"",""stepSize"":2}",28,numeric,,Count forwards in 2s,text_input; number-and-place-value; year-1; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,5,10],""min_value"":0,""max_value"":120,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":3,""gap_position"":""random""}"
N01_Y2_NPV_1761062682442_lj9buzq64,1,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),1,20,multiple_choice,"Continue the pattern: 0, 2, 4, 6, 8, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 2, 4, 6, 8, ___"",""type"":""sequence"",""sequence"":[0,2,4,6,8],""direction"":""forwards"",""stepSize"":2}",10,single_choice,"[12,11,10,8]",Count forwards in 2s,multiple_choice; multiple-choice; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5],""min_value"":0,""max_value"":50,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end"",""tens_from_any"":false,""tens_range"":[0,50]}"
N01_Y2_NPV_1761062682442_h0ssuhop9,2,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),1,20,text_input,"Fill in the missing number: 0, 5, 10, ___, 20, 25",text_input,"{""originalText"":""Fill in the missing number: 0, 5, 10, ___, 20, 25"",""type"":""sequence"",""sequence"":[0,5,10,20,25],""direction"":""forwards"",""stepSize"":2}",15,numeric,,The pattern counts forwards in 5s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5],""min_value"":0,""max_value"":50,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end"",""tens_from_any"":false,""tens_range"":[0,50]}"
N01_Y2_NPV_1761062682442_z1cbfj1us,3,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),1,20,multiple_choice,"Continue the pattern: 0, 3, 6, 9, 12, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 3, 6, 9, 12, ___"",""type"":""sequence"",""sequence"":[0,3,6,9,12],""direction"":""forwards"",""stepSize"":2}",15,single_choice,"[15,16,18,12]",Count forwards in 3s,multiple_choice; multiple-choice; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5],""min_value"":0,""max_value"":50,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end"",""tens_from_any"":false,""tens_range"":[0,50]}"
N01_Y2_NPV_1761062682442_2zuwsp9nn,4,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),1,20,text_input,"Fill in the missing number: 0, 5, 10, ___, 20, 25",text_input,"{""originalText"":""Fill in the missing number: 0, 5, 10, ___, 20, 25"",""type"":""sequence"",""sequence"":[0,5,10,20,25],""direction"":""forwards"",""stepSize"":2}",15,numeric,,The pattern counts forwards in 5s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5],""min_value"":0,""max_value"":50,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end"",""tens_from_any"":false,""tens_range"":[0,50]}"
N01_Y2_NPV_1761062682442_qbdg6byia,5,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),1,20,text_input,"Fill in the missing number: 0, 2, 4, ___, 8, 10",text_input,"{""originalText"":""Fill in the missing number: 0, 2, 4, ___, 8, 10"",""type"":""sequence"",""sequence"":[0,2,4,8,10],""direction"":""forwards"",""stepSize"":2}",6,numeric,,The pattern counts forwards in 2s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5],""min_value"":0,""max_value"":50,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end"",""tens_from_any"":false,""tens_range"":[0,50]}"
N01_Y2_NPV_1761062682442_q39zvfwjr,1,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),2,40,text_input,"What number comes next? 2, 4, 6, 8, 10, 12, 14, ___",text_input,"{""originalText"":""What number comes next? 2, 4, 6, 8, 10, 12, 14, ___"",""type"":""sequence"",""sequence"":[2,4,6,8,10,12,14],""direction"":""forwards"",""stepSize"":2}",16,numeric,,Count forwards in 2s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_tchdw9f4h,2,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),2,40,multiple_choice,"Continue the pattern: 21, 18, 15, 12, 9, 6, 3, ___",multiple_choice,"{""originalText"":""Continue the pattern: 21, 18, 15, 12, 9, 6, 3, ___"",""type"":""sequence"",""sequence"":[21,18,15,12,9,6,3],""direction"":""forwards"",""stepSize"":2}",0,single_choice,"[0,3,1,-3]",Count backwards in 3s,multiple_choice; multiple-choice; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_buapd6qx9,3,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),2,40,multiple_choice,"Continue the pattern: 21, 18, 15, 12, 9, 6, 3, ___",multiple_choice,"{""originalText"":""Continue the pattern: 21, 18, 15, 12, 9, 6, 3, ___"",""type"":""sequence"",""sequence"":[21,18,15,12,9,6,3],""direction"":""forwards"",""stepSize"":2}",0,single_choice,"[1,3,-3,0]",Count backwards in 3s,multiple_choice; multiple-choice; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_qlxxaq6s2,4,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),2,40,text_input,"Fill in the missing number: 70, 60, 50, 40, ___, 20, 10, 0",text_input,"{""originalText"":""Fill in the missing number: 70, 60, 50, 40, ___, 20, 10, 0"",""type"":""sequence"",""sequence"":[70,60,50,40,20,10,0],""direction"":""forwards"",""stepSize"":2}",30,numeric,,The pattern counts backwards in 10s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_2xybsw8so,5,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),2,40,multiple_choice,"Continue the pattern: 93, 83, 73, 63, 53, 43, 33, ___",multiple_choice,"{""originalText"":""Continue the pattern: 93, 83, 73, 63, 53, 43, 33, ___"",""type"":""sequence"",""sequence"":[93,83,73,63,53,43,33],""direction"":""forwards"",""stepSize"":2}",23,single_choice,"[24,13,23,33]",Count backwards in 10s,multiple_choice; multiple-choice; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_8liks104h,1,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),3,60,text_input,"What number comes next? 9, 12, 15, 18, 21, 24, 27, 30, 33, ___",text_input,"{""originalText"":""What number comes next? 9, 12, 15, 18, 21, 24, 27, 30, 33, ___"",""type"":""sequence"",""sequence"":[9,12,15,18,21,24,27,30,33],""direction"":""forwards"",""stepSize"":2}",36,numeric,,Count forwards in 3s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_rmwv0z85k,2,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),3,60,text_input,"What number comes next? 3, 6, 9, 12, 15, 18, 21, 24, 27, ___",text_input,"{""originalText"":""What number comes next? 3, 6, 9, 12, 15, 18, 21, 24, 27, ___"",""type"":""sequence"",""sequence"":[3,6,9,12,15,18,21,24,27],""direction"":""forwards"",""stepSize"":2}",30,numeric,,Count forwards in 3s,text_input; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_48ygdumb4,3,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),3,60,text_input,"Fill in the missing numbers: 27, 24, 21, 18, ___, 12, ___, 6, 3, 0",text_input,"{""originalText"":""Fill in the missing numbers: 27, 24, 21, 18, ___, 12, ___, 6, 3, 0"",""type"":""sequence"",""sequence"":[27,24,21,18,12,6,3,0],""direction"":""forwards"",""stepSize"":2}","15,9",multi_part,,The pattern counts backwards in 3s,text_input; multi-part; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_uqq48iy8i,4,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),3,60,text_input,"Fill in the missing numbers: 18, 16, 14, 12, 10, ___, 6, 4, ___, 0",text_input,"{""originalText"":""Fill in the missing numbers: 18, 16, 14, 12, 10, ___, 6, 4, ___, 0"",""type"":""sequence"",""sequence"":[18,16,14,12,10,6,4,0],""direction"":""forwards"",""stepSize"":2}","8,2",multi_part,,The pattern counts backwards in 2s,text_input; multi-part; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,100]}"
N01_Y2_NPV_1761062682442_hm9mg4xku,5,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),3,60,text_input,"Fill in the missing numbers: ___, 24, 21, 18, 15, ___, 9, 6, 3, 0",text_input,"{""originalText"":""Fill in the missing numbers: ___, 24, 21, 18, 15, ___, 9, 6, 3, 0"",""type"":""sequence"",""sequence"":[24,21,18,15,9,6,3,0],""direction"":""forwards"",""stepSize"":2}","27,12",multi_part,,The pattern counts backwards in 3s,text_input; multi-part; number-and-place-value; year-2; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":100,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,100]}"
